Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities,day_from_jan_first,temp,min,max,stp,wdsp,prcp,fog
107,,Albania,41.1533,20.1683,2020-02-04,0.0,0.0,35,56.1,46.8,65.5,995.8,4,0.0,1
108,,Albania,41.1533,20.1683,2020-02-05,0.0,0.0,36,47.4,42.1,53.6,985.0,6,0.24,1
109,,Albania,41.1533,20.1683,2020-02-06,0.0,0.0,37,42.4,37.4,50.0,1.5,7.5,0.0,0
110,,Albania,41.1533,20.1683,2020-02-07,0.0,0.0,38,42.6,33.8,57.9,9.0,1,0.0,0
111,,Albania,41.1533,20.1683,2020-02-08,0.0,0.0,39,46.3,31.6,59.0,14.0,0.3,0.0,0
112,,Albania,41.1533,20.1683,2020-02-09,0.0,0.0,40,46.3,34.7,61.5,18.1,1,0.0,0
113,,Albania,41.1533,20.1683,2020-02-10,0.0,0.0,41,51.0,42.1,59.4,12.5,1.8,0.0,0
114,,Albania,41.1533,20.1683,2020-02-11,0.0,0.0,42,59.0,53.6,64.4,1.9,2.5,0.0,0
115,,Albania,41.1533,20.1683,2020-02-12,0.0,0.0,43,57.5,53.2,65.5,2.1,2,0.0,1
116,,Albania,41.1533,20.1683,2020-02-13,0.0,0.0,44,53.8,44.6,67.6,9.1,0.8,0.0,0
117,,Albania,41.1533,20.1683,2020-02-14,0.0,0.0,45,51.9,48.2,57.6,4.0,2.1,0.59,1
118,,Albania,41.1533,20.1683,2020-02-15,0.0,0.0,46,51.2,39.9,65.1,7.7,1.8,0.0,0
119,,Albania,41.1533,20.1683,2020-02-16,0.0,0.0,47,51.2,40.1,64.8,14.6,1.2,0.0,0
120,,Albania,41.1533,20.1683,2020-02-17,0.0,0.0,48,50.6,38.5,64.4,13.3,0.7,0.0,0
121,,Albania,41.1533,20.1683,2020-02-18,0.0,0.0,49,50.7,39.2,62.2,8.3,0.8,0.0,0
122,,Albania,41.1533,20.1683,2020-02-19,0.0,0.0,50,52.5,45.5,64.0,5.1,0.4,0.0,0
123,,Albania,41.1533,20.1683,2020-02-20,0.0,0.0,51,51.2,46.8,58.1,2.6,4.1,0.21,1
124,,Albania,41.1533,20.1683,2020-02-21,0.0,0.0,52,45.7,33.1,58.3,8.1,0.8,0.0,0
125,,Albania,41.1533,20.1683,2020-02-22,0.0,0.0,53,49.0,40.6,58.6,13.1,3.3,0.0,0
126,,Albania,41.1533,20.1683,2020-02-23,0.0,0.0,54,48.5,36.3,60.1,13.4,1.5,0.0,0
127,,Albania,41.1533,20.1683,2020-02-24,0.0,0.0,55,51.6,39.2,66.2,7.4,2.6,0.0,0
128,,Albania,41.1533,20.1683,2020-02-25,0.0,0.0,56,55.6,43.2,67.1,2.2,0.8,0.0,0
129,,Albania,41.1533,20.1683,2020-02-26,0.0,0.0,57,57.1,46.4,65.8,993.9,4.5,0.0,0
130,,Albania,41.1533,20.1683,2020-02-27,0.0,0.0,58,48.9,44.6,56.5,995.2,5,0.47,1
131,,Albania,41.1533,20.1683,2020-02-28,0.0,0.0,59,46.0,41.0,53.2,999.3,2.3,0.63,1
132,,Albania,41.1533,20.1683,2020-02-29,0.0,0.0,60,45.8,33.8,59.0,6.3,1.7,0.0,0
133,,Albania,41.1533,20.1683,2020-03-01,0.0,0.0,61,52.4,39.6,67.3,3.9,1.2,0.0,0
134,,Albania,41.1533,20.1683,2020-03-02,0.0,0.0,62,63.0,52.7,69.8,998.5,5.5,0.0,0
135,,Albania,41.1533,20.1683,2020-03-03,0.0,0.0,63,63.3,54.7,70.7,993.0,7.2,0.0,1
136,,Albania,41.1533,20.1683,2020-03-04,0.0,0.0,64,50.6,47.1,54.5,993.9,2.1,1.34,1
137,,Albania,41.1533,20.1683,2020-03-05,0.0,0.0,65,53.0,46.4,61.7,996.4,1.5,0.01,0
138,,Albania,41.1533,20.1683,2020-03-06,0.0,0.0,66,52.9,44.6,62.6,995.0,2.4,0.08,1
139,,Albania,41.1533,20.1683,2020-03-07,0.0,0.0,67,52.7,49.6,57.9,995.4,2,0.87,1
140,,Albania,41.1533,20.1683,2020-03-08,0.0,0.0,68,52.6,48.2,59.9,999.4,3.5,0.79,1
141,,Albania,41.1533,20.1683,2020-03-09,2.0,0.0,69,52.2,47.5,60.1,998.4,2.1,0.01,1
142,,Albania,41.1533,20.1683,2020-03-10,10.0,0.0,70,52.0,40.1,62.6,999.4,1.4,0.0,0
143,,Albania,41.1533,20.1683,2020-03-11,12.0,1.0,71,52.8,44.6,63.0,5.4,2.4,0.0,0
144,,Albania,41.1533,20.1683,2020-03-12,23.0,1.0,72,56.1,44.6,72.5,7.0,0.5,0.0,0
145,,Albania,41.1533,20.1683,2020-03-13,33.0,1.0,73,58.4,49.3,74.1,1.0,0.8,0.0,0
146,,Albania,41.1533,20.1683,2020-03-14,38.0,1.0,74,59.2,50.7,72.7,999.9,0.8,0.0,0
147,,Albania,41.1533,20.1683,2020-03-15,42.0,1.0,75,55.8,52.2,59.7,2.2,3.3,0.51,1
148,,Albania,41.1533,20.1683,2020-03-16,51.0,1.0,76,55.5,43.2,68.7,10.9,5,0.0,0
149,,Albania,41.1533,20.1683,2020-03-17,55.0,1.0,77,52.7,42.1,63.7,15.3,2.8,0.0,0
150,,Albania,41.1533,20.1683,2020-03-18,59.0,2.0,78,56.4,42.8,72.3,10.9,1.9,0.0,0
151,,Albania,41.1533,20.1683,2020-03-19,64.0,2.0,79,57.9,47.3,68.4,11.2,1.5,0.0,0
152,,Albania,41.1533,20.1683,2020-03-20,70.0,2.0,80,56.0,45.5,68.7,9.0,2.5,0.0,0
153,,Albania,41.1533,20.1683,2020-03-21,76.0,2.0,81,57.5,44.6,73.4,4.2,1,0.0,0
154,,Albania,41.1533,20.1683,2020-03-22,89.0,2.0,82,58.5,48.2,69.8,0.1,2,0.0,1
155,,Albania,41.1533,20.1683,2020-03-23,104.0,4.0,83,58.5,48.2,69.8,0.1,2,0.0,1
156,,Albania,41.1533,20.1683,2020-03-24,123.0,5.0,84,58.5,48.2,69.8,0.1,2,0.0,1
187,,Algeria,28.0339,1.6596,2020-01-22,0.0,0.0,22,64.9,49.6,82.4,999.9,5.5,0.0,0
188,,Algeria,28.0339,1.6596,2020-01-23,0.0,0.0,23,62.0,44.6,80.6,999.9,1.6,0.0,0
189,,Algeria,28.0339,1.6596,2020-01-24,0.0,0.0,24,62.6,48.2,80.6,999.9,0.9,0.0,0
190,,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0,25,64.8,50.0,77.0,999.9,3.8,0.0,0
191,,Algeria,28.0339,1.6596,2020-01-26,0.0,0.0,26,68.1,55.4,82.4,999.9,2.7,0.0,0
192,,Algeria,28.0339,1.6596,2020-01-27,0.0,0.0,27,66.9,59.0,78.8,999.9,13.2,0.0,0
193,,Algeria,28.0339,1.6596,2020-01-28,0.0,0.0,28,63.8,55.4,75.2,999.9,14.5,0.0,0
194,,Algeria,28.0339,1.6596,2020-01-29,0.0,0.0,29,64.2,55.0,75.6,999.9,14.4,0.0,0
195,,Algeria,28.0339,1.6596,2020-01-30,0.0,0.0,30,64.0,53.2,77.0,999.9,11.5,0.0,0
196,,Algeria,28.0339,1.6596,2020-01-31,0.0,0.0,31,66.9,52.7,82.4,999.9,12.4,0.0,0
197,,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0,32,69.9,59.0,82.4,999.9,11.9,0.0,0
198,,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0,33,67.4,57.2,79.0,999.9,14.2,0.0,0
199,,Algeria,28.0339,1.6596,2020-02-03,0.0,0.0,34,67.0,58.6,78.8,999.9,18.2,0.0,0
200,,Algeria,28.0339,1.6596,2020-02-04,0.0,0.0,35,70.3,57.0,82.6,999.9,13.7,0.0,0
201,,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0,36,68.1,50.0,84.2,999.9,6.1,0.0,0
202,,Algeria,28.0339,1.6596,2020-02-06,0.0,0.0,37,65.2,57.2,75.2,999.9,16.4,0.0,0
203,,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0,38,62.4,51.8,75.2,999.9,20.5,0.0,0
204,,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0,39,65.8,55.0,82.4,999.9,11.7,0.0,0
205,,Algeria,28.0339,1.6596,2020-02-09,0.0,0.0,40,67.9,55.4,82.4,999.9,13.6,0.0,0
206,,Algeria,28.0339,1.6596,2020-02-10,0.0,0.0,41,70.1,59.0,82.6,999.9,15.2,0.0,0
207,,Algeria,28.0339,1.6596,2020-02-11,0.0,0.0,42,70.4,60.8,81.0,999.9,11,0.0,0
208,,Algeria,28.0339,1.6596,2020-02-12,0.0,0.0,43,71.3,65.1,80.6,999.9,5.5,0.0,0
209,,Algeria,28.0339,1.6596,2020-02-13,0.0,0.0,44,72.0,59.0,84.4,999.9,4.9,0.0,0
210,,Algeria,28.0339,1.6596,2020-02-14,0.0,0.0,45,70.4,59.0,82.6,999.9,12.6,0.0,0
211,,Algeria,28.0339,1.6596,2020-02-15,0.0,0.0,46,72.9,64.0,84.2,999.9,17.2,0.0,0
212,,Algeria,28.0339,1.6596,2020-02-16,0.0,0.0,47,72.9,64.2,84.4,999.9,20,0.0,0
213,,Algeria,28.0339,1.6596,2020-02-17,0.0,0.0,48,69.9,61.5,81.5,999.9,17.3,0.0,0
214,,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0,49,66.1,53.1,77.0,999.9,15.7,0.0,0
215,,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0,50,67.7,55.4,80.6,999.9,14.7,0.0,0
216,,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0,51,69.9,58.5,82.4,999.9,15.1,0.0,0
217,,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0,52,71.4,60.8,85.1,999.9,13.4,0.0,0
218,,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0,53,70.7,60.8,82.4,999.9,19.5,0.0,0
219,,Algeria,28.0339,1.6596,2020-02-23,0.0,0.0,54,67.7,56.1,78.8,999.9,19.1,0.0,0
220,,Algeria,28.0339,1.6596,2020-02-24,0.0,0.0,55,67.7,55.0,81.0,999.9,18.2,0.0,0
221,,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0,56,69.8,60.6,82.4,999.9,6.7,0.0,0
222,,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0,57,68.4,47.5,84.2,999.9,5.1,0.0,0
223,,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0,58,69.5,51.6,82.4,999.9,8,0.0,0
224,,Algeria,28.0339,1.6596,2020-02-28,1.0,0.0,59,70.6,54.7,84.2,999.9,10.7,0.0,0
225,,Algeria,28.0339,1.6596,2020-02-29,1.0,0.0,60,73.7,61.5,89.6,999.9,9.5,0.0,0
226,,Algeria,28.0339,1.6596,2020-03-01,1.0,0.0,61,74.5,62.6,90.0,999.9,7.3,0.0,0
227,,Algeria,28.0339,1.6596,2020-03-02,3.0,0.0,62,73.1,53.6,90.0,999.9,2.8,0.0,0
228,,Algeria,28.0339,1.6596,2020-03-03,5.0,0.0,63,72.8,51.4,87.8,999.9,6.4,0.0,0
229,,Algeria,28.0339,1.6596,2020-03-04,12.0,0.0,64,73.8,53.6,89.6,999.9,3.8,0.0,0
230,,Algeria,28.0339,1.6596,2020-03-05,12.0,0.0,65,70.7,51.8,87.8,999.9,3.6,0.0,0
231,,Algeria,28.0339,1.6596,2020-03-06,17.0,0.0,66,72.8,50.0,93.2,999.9,3.4,0.0,0
232,,Algeria,28.0339,1.6596,2020-03-07,17.0,0.0,67,71.3,55.0,79.9,999.9,16.3,0.0,0
233,,Algeria,28.0339,1.6596,2020-03-08,19.0,0.0,68,64.5,55.4,74.3,999.9,17.3,0.0,0
234,,Algeria,28.0339,1.6596,2020-03-09,20.0,0.0,69,63.8,52.9,75.6,999.9,14.6,0.0,0
235,,Algeria,28.0339,1.6596,2020-03-10,20.0,0.0,70,63.1,42.6,79.0,999.9,9.3,0.0,0
236,,Algeria,28.0339,1.6596,2020-03-11,20.0,0.0,71,64.0,41.4,75.2,999.9,17.4,0.0,0
237,,Algeria,28.0339,1.6596,2020-03-12,24.0,1.0,72,68.1,56.7,84.2,999.9,22.5,0.0,0
238,,Algeria,28.0339,1.6596,2020-03-13,26.0,2.0,73,70.9,59.0,86.0,999.9,10.4,0.0,0
239,,Algeria,28.0339,1.6596,2020-03-14,37.0,3.0,74,74.8,61.2,91.4,999.9,3.4,0.0,0
240,,Algeria,28.0339,1.6596,2020-03-15,48.0,4.0,75,77.7,61.7,93.2,999.9,7.4,0.0,0
241,,Algeria,28.0339,1.6596,2020-03-16,54.0,4.0,76,78.1,66.7,89.8,999.9,12.4,0.0,0
242,,Algeria,28.0339,1.6596,2020-03-17,60.0,4.0,77,73.5,54.7,91.4,999.9,2.2,0.0,0
243,,Algeria,28.0339,1.6596,2020-03-18,74.0,7.0,78,78.5,64.2,91.8,999.9,11.7,0.0,0
244,,Algeria,28.0339,1.6596,2020-03-19,87.0,9.0,79,79.1,66.2,91.4,999.9,13.5,0.0,0
245,,Algeria,28.0339,1.6596,2020-03-20,90.0,11.0,80,68.4,51.1,80.6,999.9,6.9,0.0,0
246,,Algeria,28.0339,1.6596,2020-03-21,139.0,15.0,81,70.2,49.8,86.0,999.9,5,0.0,0
247,,Algeria,28.0339,1.6596,2020-03-22,201.0,17.0,82,74.6,59.0,86.9,999.9,5.9,0.0,0
248,,Algeria,28.0339,1.6596,2020-03-23,230.0,17.0,83,74.6,59.0,86.9,999.9,5.9,0.0,0
249,,Algeria,28.0339,1.6596,2020-03-24,264.0,19.0,84,74.6,59.0,86.9,999.9,5.9,0.0,0
280,,Andorra,42.5063,1.5218,2020-01-22,0.0,0.0,22,26.2,18.0,41.7,869.7,1.6,0.0,0
281,,Andorra,42.5063,1.5218,2020-01-23,0.0,0.0,23,27.2,20.1,43.9,866.0,1.5,0.0,0
282,,Andorra,42.5063,1.5218,2020-01-24,0.0,0.0,24,28.7,19.8,41.5,862.6,1.4,0.0,0
283,,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0,25,27.9,19.9,43.2,860.1,1.1,0.0,0
284,,Andorra,42.5063,1.5218,2020-01-26,0.0,0.0,26,28.8,18.0,42.3,857.8,1.5,0.0,0
285,,Andorra,42.5063,1.5218,2020-01-27,0.0,0.0,27,29.8,19.0,41.7,855.6,1.9,0.0,0
286,,Andorra,42.5063,1.5218,2020-01-28,0.0,0.0,28,34.8,32.2,40.5,849.2,4.5,0.13,0
287,,Andorra,42.5063,1.5218,2020-01-29,0.0,0.0,29,34.4,25.3,41.7,853.5,5.1,0.05,0
288,,Andorra,42.5063,1.5218,2020-01-30,0.0,0.0,30,32.2,22.5,50.7,857.1,2,0.0,0
289,,Andorra,42.5063,1.5218,2020-01-31,0.0,0.0,31,35.6,29.3,54.0,857.8,1.2,0.0,0
290,,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0,32,34.9,26.4,48.7,857.8,2.6,0.0,0
291,,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0,33,40.4,31.8,52.7,860.7,3.7,0.0,0
292,,Andorra,42.5063,1.5218,2020-02-03,0.0,0.0,34,48.0,36.0,56.8,862.3,6.6,0.02,0
293,,Andorra,42.5063,1.5218,2020-02-04,0.0,0.0,35,37.5,29.8,49.1,854.2,7.8,0.01,0
294,,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0,36,32.0,21.9,46.6,861.7,2.4,0.03,0
295,,Andorra,42.5063,1.5218,2020-02-06,0.0,0.0,37,29.6,20.1,45.1,864.1,1.8,0.0,0
296,,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0,38,28.8,21.0,49.6,862.7,1.8,0.0,0
297,,Andorra,42.5063,1.5218,2020-02-08,0.0,0.0,39,28.5,20.7,44.2,863.6,1.6,0.0,0
298,,Andorra,42.5063,1.5218,2020-02-09,0.0,0.0,40,28.6,18.9,46.0,864.1,1.6,0.0,0
299,,Andorra,42.5063,1.5218,2020-02-10,0.0,0.0,41,43.5,28.2,52.2,857.7,6.7,0.0,0
300,,Andorra,42.5063,1.5218,2020-02-11,0.0,0.0,42,39.8,35.1,45.1,854.9,7.4,0.01,0
301,,Andorra,42.5063,1.5218,2020-02-12,0.0,0.0,43,29.3,21.4,43.7,858.5,2.7,0.15,0
302,,Andorra,42.5063,1.5218,2020-02-13,0.0,0.0,44,31.2,19.6,46.9,855.9,4.3,0.0,0
303,,Andorra,42.5063,1.5218,2020-02-14,0.0,0.0,45,36.4,26.1,53.6,858.4,3.1,0.01,0
304,,Andorra,42.5063,1.5218,2020-02-15,0.0,0.0,46,32.2,22.3,53.1,864.4,1.6,0.0,0
305,,Andorra,42.5063,1.5218,2020-02-16,0.0,0.0,47,33.9,26.2,46.4,864.6,1.8,0.0,0
306,,Andorra,42.5063,1.5218,2020-02-17,0.0,0.0,48,36.6,26.4,50.4,861.8,2.8,0.0,0
307,,Andorra,42.5063,1.5218,2020-02-18,0.0,0.0,49,33.8,24.1,50.0,862.7,2.1,0.0,0
308,,Andorra,42.5063,1.5218,2020-02-19,0.0,0.0,50,31.3,21.0,41.7,861.1,3.8,0.0,0
309,,Andorra,42.5063,1.5218,2020-02-20,0.0,0.0,51,34.2,25.2,51.3,861.1,2.1,0.0,0
310,,Andorra,42.5063,1.5218,2020-02-21,0.0,0.0,52,38.1,28.0,54.7,863.0,3,0.0,0
311,,Andorra,42.5063,1.5218,2020-02-22,0.0,0.0,53,37.4,25.9,56.1,867.8,2.1,0.0,0
312,,Andorra,42.5063,1.5218,2020-02-23,0.0,0.0,54,42.7,31.6,62.1,867.1,2.9,0.0,0
313,,Andorra,42.5063,1.5218,2020-02-24,0.0,0.0,55,43.6,32.9,63.1,861.4,2.7,0.0,0
314,,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0,56,40.0,30.7,52.9,850.4,4.4,0.0,0
315,,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0,57,30.1,25.2,37.6,845.1,6.2,0.04,0
316,,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0,58,27.9,17.1,35.6,848.2,3,0.12,0
317,,Andorra,42.5063,1.5218,2020-02-28,0.0,0.0,59,32.9,18.5,50.9,855.0,2.9,0.08,0
318,,Andorra,42.5063,1.5218,2020-02-29,0.0,0.0,60,30.9,25.0,37.4,852.2,1.4,0.0,0
319,,Andorra,42.5063,1.5218,2020-03-01,0.0,0.0,61,36.0,28.8,45.7,845.3,3.2,0.06,0
